,trial,Pos.,Neu.,Neg.,Summary
277,Feminism T29,0.29,0.71,0.0,0.6486
278,Feminism T30,0.402,0.598,0.0,0.8951
279,Feminism T31,0.0,0.744,0.256,-0.7351
280,Feminism T32,0.245,0.755,0.0,0.6739
281,Feminism T33,0.0,1.0,0.0,0.0
282,Feminism T34,0.222,0.694,0.083,0.4588
283,Feminism T35,0.185,0.548,0.268,-0.0943
284,Feminism T36,0.0,1.0,0.0,0.0
285,Feminism T37,0.0,1.0,0.0,0.0
286,Feminism T38,0.309,0.612,0.079,0.7501
287,Feminism T39,0.156,0.751,0.092,0.2732
288,Feminism T40,0.356,0.585,0.059,0.7972
289,Feminism T41,0.0,1.0,0.0,0.0
290,Feminism T42,0.0,1.0,0.0,0.0
291,Feminism T43,0.0,1.0,0.0,0.0
292,Feminism T44,0.0,1.0,0.0,0.0
293,Feminism T45,0.267,0.733,0.0,0.6249
294,Feminism T46,0.0,1.0,0.0,0.0
295,Feminism T47,0.0,1.0,0.0,0.0
296,Feminism T48,0.111,0.796,0.093,0.1027
297,Feminism T49,0.0,1.0,0.0,0.0
298,Feminism T50,0.0,0.581,0.419,-0.5574
299,Feminism T51,0.0,0.888,0.112,-0.3412
300,Feminism T52,0.0,1.0,0.0,0.0
301,Feminism T53,0.0,1.0,0.0,0.0
302,Feminism T54,0.0,0.62,0.38,-0.8105
303,Feminism T55,0.189,0.697,0.114,0.3612
304,Feminism T56,0.0,1.0,0.0,0.0
305,Feminism T57,0.261,0.739,0.0,0.6486
306,Feminism T58,0.0,1.0,0.0,0.0
307,Feminism T59,0.073,0.833,0.094,-0.128
308,Feminism T60,0.0,0.732,0.268,-0.7378
309,Feminism T61,0.053,0.628,0.319,-0.7579
310,Feminism T62,0.145,0.552,0.303,-0.3182
311,Feminism T63,0.192,0.808,0.0,0.4754
312,Feminism T64,0.0,1.0,0.0,0.0
313,Feminism T65,0.289,0.711,0.0,0.7269
314,Feminism T66,0.289,0.711,0.0,0.7845
315,Feminism T67,0.0,1.0,0.0,0.0
316,Feminism T68,0.177,0.645,0.177,0.0
317,Feminism T69,0.0,0.588,0.412,-0.8782
318,Feminism T70,0.0,1.0,0.0,0.0
319,Feminism T71,0.0,0.891,0.109,-0.296
320,Feminism T72,0.0,0.504,0.496,-0.7102
321,Feminism T73,0.0,1.0,0.0,0.0
322,Feminism T74,0.117,0.727,0.155,-0.1862
323,Feminism T75,0.157,0.63,0.213,-0.0577
324,Feminism T76,0.0,1.0,0.0,0.0
325,Feminism T77,0.0,1.0,0.0,0.0
326,Feminism T78,0.0,1.0,0.0,0.0
327,Feminism T79,0.0,0.86,0.14,-0.3818
328,Feminism T80,0.0,1.0,0.0,0.0
329,Feminism T81,0.0,1.0,0.0,0.0
330,Feminism T82,0.0,1.0,0.0,0.0
331,Feminism T83,0.0,1.0,0.0,0.0
332,Feminism T84,0.0,1.0,0.0,0.0
333,Feminism T85,0.0,0.744,0.256,-0.4767
334,Feminism T86,0.0,1.0,0.0,0.0
335,Feminism T87,0.239,0.485,0.276,-0.2516
336,Feminism T88,0.0,1.0,0.0,0.0
337,Feminism T89,0.259,0.741,0.0,0.4215
338,Feminism T90,0.317,0.683,0.0,0.836
339,Feminism T91,0.099,0.633,0.269,-0.6478
340,Feminism T92,0.0,0.914,0.086,-0.1531
341,Feminism T93,0.183,0.701,0.116,0.3291
342,Feminism T94,0.0,1.0,0.0,0.0
343,Feminism T95,0.0,1.0,0.0,0.0
344,Feminism T96,0.122,0.878,0.0,0.2716
345,Feminism T97,0.159,0.637,0.204,-0.1779
346,Feminism T98,0.128,0.872,0.0,0.2975
347,Feminism T99,0.191,0.809,0.0,0.5106
348,Feminism T100,0.0,0.854,0.146,-0.4404
349,Feminism T101,0.0,1.0,0.0,0.0
350,Feminism T102,0.0,0.821,0.179,-0.5719
351,Feminism T103,0.0,1.0,0.0,0.0
352,Feminism T104,0.339,0.661,0.0,0.802
353,Feminism T105,0.0,0.69,0.31,-0.6597
354,Feminism T106,0.0,1.0,0.0,0.0
355,Feminism T107,0.313,0.687,0.0,0.6249
356,Feminism T108,0.0,1.0,0.0,0.0
357,Feminism T109,0.0,1.0,0.0,0.0
358,Feminism T110,0.488,0.512,0.0,0.8868
359,Feminism T111,0.0,1.0,0.0,0.0
360,Feminism T112,0.0,1.0,0.0,0.0
361,Feminism T113,0.381,0.542,0.077,0.8283
362,Feminism T114,0.0,1.0,0.0,0.0
363,Feminism T115,0.218,0.647,0.135,0.34
364,Feminism T116,0.0,1.0,0.0,0.0
365,Feminism T117,0.0,1.0,0.0,0.0
366,Feminism T118,0.298,0.38,0.322,-0.3384
367,Feminism T119,0.0,1.0,0.0,0.0
368,Feminism T120,0.0,1.0,0.0,0.0
369,Feminism T121,0.153,0.711,0.135,0.1105
370,Feminism T122,0.0,0.822,0.178,-0.353
371,Feminism T123,0.21,0.79,0.0,0.6115
372,Feminism T124,0.0,1.0,0.0,0.0
373,Feminism T125,0.0,1.0,0.0,0.0
374,Feminism T126,0.0,0.885,0.115,-0.296
375,Feminism T127,0.0,1.0,0.0,0.0
376,Feminism T128,0.0,0.935,0.065,-0.1531
377,Feminism T129,0.0,1.0,0.0,0.0
378,Feminism T130,0.0,0.851,0.149,-0.2023
379,Feminism T131,0.0,1.0,0.0,0.0
380,Feminism T132,0.0,0.811,0.189,-0.6369
381,Feminism T133,0.0,1.0,0.0,0.0
382,Feminism T134,0.0,1.0,0.0,0.0
383,Feminism T135,0.0,1.0,0.0,0.0
384,Feminism T136,0.0,1.0,0.0,0.0
385,Feminism T137,0.0,1.0,0.0,0.0
386,Feminism T138,0.099,0.901,0.0,0.3182
387,Feminism T139,0.103,0.897,0.0,0.3182
388,Feminism T140,0.296,0.583,0.121,0.5994
389,Feminism T141,0.3,0.5,0.2,0.2023
390,Feminism T142,0.231,0.769,0.0,0.6369
391,Feminism T143,0.0,0.558,0.442,-0.837
392,Feminism T144,0.213,0.787,0.0,0.4019
393,Feminism T145,0.0,0.692,0.308,-0.6662
394,Feminism T146,0.0,1.0,0.0,0.0
395,Feminism T147,0.365,0.635,0.0,0.5574
396,Feminism T148,0.0,1.0,0.0,0.0
397,Feminism T149,0.351,0.649,0.0,0.4019
398,Feminism T150,0.0,1.0,0.0,0.0
399,Feminism T151,0.0,1.0,0.0,0.0
400,Feminism T152,0.0,0.577,0.423,-0.9001
401,Feminism T153,0.179,0.539,0.283,-0.323
402,Feminism T154,0.0,0.741,0.259,-0.4215
403,Feminism T155,0.183,0.5,0.317,-0.1043
404,Feminism T156,0.0,1.0,0.0,0.0
405,Feminism T157,0.242,0.758,0.0,0.4939
406,Feminism T158,0.0,0.874,0.126,-0.3182
407,Feminism T159,0.0,1.0,0.0,0.0
408,Feminism T160,0.205,0.725,0.069,0.3071
409,Feminism T161,0.0,1.0,0.0,0.0
410,Feminism T162,0.0,0.669,0.331,-0.836
411,Feminism T163,0.0,1.0,0.0,0.0
412,Feminism T164,0.455,0.545,0.0,0.875
413,Feminism T165,0.213,0.787,0.0,0.5574
414,Feminism T166,0.0,1.0,0.0,0.0
415,Feminism T167,0.0,1.0,0.0,0.0
416,Feminism T168,0.0,0.872,0.128,-0.296
417,Feminism T169,0.087,0.913,0.0,0.25
418,Feminism T170,0.159,0.841,0.0,0.1779
419,Feminism T171,0.271,0.729,0.0,0.6369
420,Feminism T172,0.0,1.0,0.0,0.0
421,Feminism T173,0.0,0.86,0.14,-0.4767
422,Feminism T174,0.141,0.859,0.0,0.2023
423,Feminism T175,0.0,1.0,0.0,0.0
424,Feminism T176,0.0,1.0,0.0,0.0
425,Feminism T177,0.0,1.0,0.0,0.0
426,Feminism T178,0.0,1.0,0.0,0.0
427,Feminism T179,0.178,0.625,0.197,-0.1487
428,Feminism T180,0.186,0.814,0.0,0.6249
429,Feminism T181,0.0,1.0,0.0,0.0
430,Feminism T182,0.299,0.701,0.0,0.7159
431,Feminism T183,0.0,1.0,0.0,0.0
432,Feminism T184,0.239,0.761,0.0,0.296
433,Feminism T185,0.0,0.931,0.069,-0.1027
434,Feminism T186,0.0,1.0,0.0,0.0
435,Feminism T187,0.098,0.902,0.0,0.3612
436,Feminism T188,0.0,1.0,0.0,0.0
437,Feminism T189,0.262,0.664,0.074,0.6249
438,Feminism T190,0.138,0.862,0.0,0.3384
439,Feminism T191,0.0,1.0,0.0,0.0
440,Feminism T192,0.0,1.0,0.0,0.0
441,Feminism T193,0.279,0.721,0.0,0.7003
442,Feminism T194,0.24,0.76,0.0,0.7178
443,Feminism T195,0.0,0.725,0.275,-0.6486
444,Feminism T196,0.0,1.0,0.0,0.0
445,Feminism T197,0.123,0.877,0.0,0.4215
446,Feminism T198,0.221,0.581,0.198,0.1027
447,Feminism T199,0.0,0.763,0.237,-0.4215
448,Feminism T200,0.0,0.886,0.114,-0.3491
449,Feminism T201,0.111,0.58,0.309,-0.7552
450,Feminism T202,0.0,1.0,0.0,0.0
451,Feminism T203,0.0,0.825,0.175,-0.5256
452,Feminism T204,0.0,1.0,0.0,0.0
453,Feminism T205,0.0,1.0,0.0,0.0
454,Feminism T206,0.355,0.545,0.1,0.6808
455,Feminism T207,0.101,0.559,0.341,-0.6486
456,Feminism T208,0.0,1.0,0.0,0.0
457,Feminism T209,0.109,0.786,0.105,0.0258
458,Feminism T210,0.0,1.0,0.0,0.0
459,Feminism T211,0.0,1.0,0.0,0.0
460,Feminism T212,0.0,0.447,0.553,-0.9416
461,Feminism T213,0.084,0.916,0.0,0.1406
462,Feminism T214,0.104,0.896,0.0,0.296
463,Feminism T215,0.368,0.632,0.0,0.8519
464,Feminism T216,0.0,1.0,0.0,0.0
465,Feminism T217,0.0,1.0,0.0,0.0
466,Feminism T218,0.0,0.829,0.171,-0.4767
467,Feminism T219,0.0,1.0,0.0,0.0
468,Feminism T220,0.072,0.626,0.302,-0.8541
469,Feminism T221,0.344,0.656,0.0,0.6369
470,Feminism T222,0.288,0.582,0.13,0.765
471,Feminism T223,0.106,0.509,0.384,-0.7184
472,Feminism T224,0.0,1.0,0.0,0.0
473,Feminism T225,0.0,1.0,0.0,0.0
474,Feminism T226,0.0,0.76,0.24,-0.6249
475,Feminism T227,0.181,0.819,0.0,0.6113
476,Feminism T228,0.221,0.779,0.0,0.624
477,Feminism T229,0.0,0.714,0.286,-0.3412
478,Feminism T230,0.0,1.0,0.0,0.0
479,Feminism T231,0.0,1.0,0.0,0.0
480,Feminism T232,0.261,0.586,0.153,0.34
481,Feminism T233,0.0,0.828,0.172,-0.128
482,Feminism T234,0.0,0.684,0.316,-0.8074
483,Feminism T235,0.0,1.0,0.0,0.0
484,Feminism T236,0.0,1.0,0.0,0.0
485,Feminism T237,0.0,1.0,0.0,0.0
486,Feminism T238,0.0,1.0,0.0,0.0
487,Feminism T239,0.0,1.0,0.0,0.0
488,Feminism T240,0.0,1.0,0.0,0.0
489,Feminism T241,0.0,1.0,0.0,0.0
490,Feminism T242,0.122,0.878,0.0,0.4199
491,Feminism T243,0.153,0.847,0.0,0.2023
492,Feminism T244,0.0,1.0,0.0,0.0
493,Feminism T245,0.0,1.0,0.0,0.0
494,Feminism T246,0.0,1.0,0.0,0.0
495,Feminism T247,0.0,0.848,0.152,-0.5267
496,Feminism T248,0.0,0.566,0.434,-0.3182
497,Feminism T249,0.412,0.588,0.0,0.743
