trial,Pos.,Neu.,Neg.,Summary
Boys T103,0.13,0.87,0.0,0.4824
Boys T104,0.0,1.0,0.0,0.0
Boys T105,0.336,0.664,0.0,0.8225
Boys T106,0.0,1.0,0.0,0.0
Boys T107,0.372,0.628,0.0,0.8588
Boys T108,0.391,0.609,0.0,0.8271
Boys T109,0.177,0.823,0.0,0.4767
Boys T110,0.0,1.0,0.0,0.0
Boys T111,0.0,1.0,0.0,0.0
Boys T112,0.18,0.82,0.0,0.0258
Boys T113,0.203,0.603,0.194,0.0531
Boys T114,0.0,0.787,0.213,-0.2263
Boys T115,0.193,0.727,0.08,0.4767
Boys T116,0.0,1.0,0.0,0.0
Boys T117,0.0,0.43,0.57,-0.9228
Boys T118,0.0,0.814,0.186,-0.1531
Boys T119,0.0,0.826,0.174,-0.5859
Boys T120,0.241,0.553,0.206,-0.0258
Boys T121,0.0,1.0,0.0,0.0
Boys T122,0.0,1.0,0.0,0.0
Boys T123,0.083,0.702,0.215,-0.4939
Boys T124,0.0,1.0,0.0,0.0
Boys T125,0.0,0.83,0.17,-0.4767
Boys T126,0.0,1.0,0.0,0.0
Boys T127,0.225,0.775,0.0,0.4939
Boys T128,0.09,0.824,0.086,0.0258
Boys T129,0.0,1.0,0.0,0.0
Boys T130,0.0,1.0,0.0,0.0
Boys T131,0.359,0.641,0.0,0.4215
Boys T132,0.0,1.0,0.0,0.0
Boys T133,0.224,0.586,0.19,0.25
Boys T134,0.0,0.761,0.239,-0.296
Boys T135,0.322,0.678,0.0,0.8602
Boys T136,0.275,0.725,0.0,0.2263
Boys T137,0.0,0.786,0.214,-0.4588
Boys T138,0.0,1.0,0.0,0.0
Boys T139,0.0,0.841,0.159,-0.3809
Boys T140,0.0,1.0,0.0,0.0
Boys T141,0.0,0.816,0.184,-0.4019
Boys T142,0.0,1.0,0.0,0.0
Boys T143,0.211,0.789,0.0,0.6546
Boys T144,0.128,0.872,0.0,0.3612
Boys T145,0.383,0.404,0.213,0.4215
Boys T146,0.139,0.861,0.0,0.5267
Boys T147,0.0,0.714,0.286,-0.0516
Boys T148,0.0,0.809,0.191,-0.6705
Boys T149,0.0,1.0,0.0,0.0
Boys T0,0.366,0.634,0.0,0.4374
boys T1,0.366,0.634,0.0,0.4374
boys T2,0.0,0.784,0.216,-0.296
boys T3,0.0,1.0,0.0,0.0
boys T4,0.219,0.781,0.0,0.4215
boys T5,0.0,1.0,0.0,0.0
boys T6,0.479,0.521,0.0,0.93
boys T7,0.0,1.0,0.0,0.0
boys T8,0.0,1.0,0.0,0.0
boys T9,0.0,1.0,0.0,0.0
boys T10,0.0,1.0,0.0,0.0
boys T11,0.0,1.0,0.0,0.0
boys T12,0.0,0.851,0.149,-0.2023
boys T13,0.0,1.0,0.0,0.0
boys T14,0.451,0.549,0.0,0.4767
boys T15,0.0,1.0,0.0,0.0
boys T16,0.0,1.0,0.0,0.0
boys T17,0.0,0.746,0.254,-0.5267
boys T18,0.0,1.0,0.0,0.0
boys T19,0.0,1.0,0.0,0.0
boys T20,0.239,0.761,0.0,0.296
boys T21,0.0,1.0,0.0,0.0
boys T22,0.354,0.646,0.0,0.8294
boys T23,0.0,0.776,0.224,-0.5994
boys T24,0.0,0.504,0.496,-0.7845
boys T25,0.045,0.696,0.259,-0.7983
boys T26,0.0,1.0,0.0,0.0
boys T27,0.0,1.0,0.0,0.0
boys T28,0.167,0.6,0.233,-0.25
boys T29,0.0,0.818,0.182,-0.4391
boys T30,0.344,0.656,0.0,0.2732
boys T31,0.127,0.812,0.061,0.3182
boys T32,0.188,0.677,0.135,0.1027
boys T33,0.0,1.0,0.0,0.0
boys T34,0.0,1.0,0.0,0.0
boys T35,0.0,1.0,0.0,0.0
boys T36,0.0,0.638,0.362,-0.5267
boys T37,0.36,0.64,0.0,0.8151
boys T38,0.25,0.585,0.165,0.1531
boys T39,0.0,1.0,0.0,0.0
boys T40,0.0,0.566,0.434,-0.3182
boys T41,0.0,0.847,0.153,-0.4019
boys T42,0.0,1.0,0.0,0.0
boys T43,0.406,0.594,0.0,0.6249
boys T44,0.0,1.0,0.0,0.0
boys T45,0.183,0.817,0.0,0.4005
boys T46,0.0,1.0,0.0,0.0
boys T47,0.143,0.857,0.0,0.3612
boys T48,0.301,0.645,0.054,0.785
boys T49,0.082,0.823,0.095,-0.0772
boys T50,0.0,0.698,0.302,-0.6369
boys T51,0.0,0.725,0.275,-0.6486
boys T52,0.0,0.89,0.11,-0.3818
boys T53,0.284,0.544,0.172,0.5719
boys T54,0.0,0.746,0.254,-0.1779
boys T55,0.0,1.0,0.0,0.0
boys T56,0.0,0.855,0.145,-0.296
boys T57,0.36,0.64,0.0,0.6696
boys T58,0.162,0.838,0.0,0.4019
boys T59,0.0,0.886,0.114,-0.2023
boys T60,0.213,0.787,0.0,0.3632
boys T61,0.0,0.696,0.304,-0.5423
boys T62,0.0,1.0,0.0,0.0
boys T63,0.075,0.439,0.486,-0.9023
boys T64,0.0,1.0,0.0,0.0
boys T65,0.0,1.0,0.0,0.0
boys T66,0.213,0.787,0.0,0.2263
boys T67,0.512,0.488,0.0,0.6369
boys T68,0.146,0.702,0.152,-0.0258
boys T69,0.0,0.754,0.246,-0.6408
boys T70,0.0,1.0,0.0,0.0
boys T71,0.11,0.89,0.0,0.2732
boys T72,0.292,0.708,0.0,0.5106
boys T73,0.23,0.77,0.0,0.6697
boys T74,0.178,0.822,0.0,0.5707
boys T75,0.286,0.714,0.0,0.5574
boys T76,0.163,0.837,0.0,0.5719
boys T77,0.167,0.833,0.0,0.5859
boys T78,0.524,0.476,0.0,0.5106
boys T79,0.161,0.839,0.0,0.3612
boys T80,0.178,0.593,0.229,-0.1531
boys T81,0.356,0.342,0.301,-0.0516
boys T82,0.0,1.0,0.0,0.0
boys T83,0.167,0.677,0.155,0.0772
boys T84,0.0,0.627,0.373,-0.8834
boys T85,0.146,0.757,0.097,-0.1037
boys T86,0.385,0.615,0.0,0.3612
boys T87,0.208,0.5,0.292,-0.25
boys T88,0.128,0.872,0.0,0.3595
boys T89,0.145,0.723,0.132,0.0772
boys T90,0.0,1.0,0.0,0.0
boys T91,0.0,1.0,0.0,0.0
boys T92,0.0,1.0,0.0,0.0
boys T93,0.316,0.684,0.0,0.5719
boys T94,0.18,0.82,0.0,0.296
boys T95,0.0,1.0,0.0,0.0
boys T96,0.161,0.737,0.102,0.1779
boys T97,0.545,0.455,0.0,0.7171
boys T98,0.236,0.764,0.0,0.7579
boys T99,0.0,0.787,0.213,-0.5574
boys T100,0.0,1.0,0.0,0.0
boys T101,0.075,0.75,0.175,-0.3384
boys T102,0.13,0.87,0.0,0.4824
boys T103,0.0,1.0,0.0,0.0
boys T104,0.336,0.664,0.0,0.8225
boys T105,0.0,1.0,0.0,0.0
boys T106,0.372,0.628,0.0,0.8588
boys T107,0.391,0.609,0.0,0.8271
boys T108,0.177,0.823,0.0,0.4767
boys T109,0.0,1.0,0.0,0.0
boys T110,0.0,1.0,0.0,0.0
boys T111,0.18,0.82,0.0,0.0258
boys T112,0.203,0.603,0.194,0.0531
boys T113,0.0,0.787,0.213,-0.2263
boys T114,0.193,0.727,0.08,0.4767
boys T115,0.0,1.0,0.0,0.0
boys T116,0.0,0.43,0.57,-0.9228
boys T117,0.0,0.814,0.186,-0.1531
boys T118,0.0,0.826,0.174,-0.5859
boys T119,0.241,0.553,0.206,-0.0258
boys T120,0.0,1.0,0.0,0.0
boys T121,0.0,1.0,0.0,0.0
boys T122,0.083,0.702,0.215,-0.4939
boys T123,0.0,1.0,0.0,0.0
boys T124,0.0,0.83,0.17,-0.4767
boys T125,0.0,1.0,0.0,0.0
boys T126,0.225,0.775,0.0,0.4939
boys T127,0.09,0.824,0.086,0.0258
boys T128,0.0,1.0,0.0,0.0
boys T129,0.0,1.0,0.0,0.0
boys T130,0.359,0.641,0.0,0.4215
boys T131,0.0,1.0,0.0,0.0
boys T132,0.224,0.586,0.19,0.25
boys T133,0.0,0.761,0.239,-0.296
boys T134,0.322,0.678,0.0,0.8602
boys T135,0.275,0.725,0.0,0.2263
boys T136,0.0,0.786,0.214,-0.4588
boys T137,0.0,1.0,0.0,0.0
boys T138,0.0,0.841,0.159,-0.3809
boys T139,0.0,1.0,0.0,0.0
boys T140,0.0,0.816,0.184,-0.4019
boys T141,0.0,1.0,0.0,0.0
boys T142,0.211,0.789,0.0,0.6546
boys T143,0.128,0.872,0.0,0.3612
boys T144,0.383,0.404,0.213,0.4215
boys T145,0.139,0.861,0.0,0.5267
boys T146,0.0,0.714,0.286,-0.0516
boys T147,0.0,0.809,0.191,-0.6705
boys T148,0.0,1.0,0.0,0.0
boys T149,0.462,0.538,0.0,0.8832
boys T0,0.0,1.0,0.0,0.0
guy T1,0.394,0.606,0.0,0.5984
guy T2,0.291,0.709,0.0,0.7178
guy T3,0.177,0.823,0.0,0.4767
guy T4,0.0,0.88,0.12,-0.25
guy T5,0.231,0.769,0.0,0.6369
guy T6,0.1,0.837,0.063,0.2283
guy T7,0.0,1.0,0.0,0.0
guy T8,0.0,0.797,0.203,-0.7027
guy T9,0.186,0.814,0.0,0.4926
guy T10,0.0,1.0,0.0,0.0
guy T11,0.236,0.633,0.131,0.3595
guy T12,0.453,0.547,0.0,0.7003
guy T13,0.318,0.682,0.0,0.7901
guy T14,0.0,0.78,0.22,-0.4767
guy T15,0.163,0.679,0.158,-0.2263
guy T16,0.0,0.87,0.13,-0.2023
guy T17,0.161,0.839,0.0,0.3182
guy T18,0.418,0.582,0.0,0.7845
guy T19,0.259,0.741,0.0,0.2732
guy T20,0.0,1.0,0.0,0.0
guy T21,0.276,0.724,0.0,0.636
guy T22,0.0,1.0,0.0,0.0
guy T23,0.0,1.0,0.0,0.0
guy T24,0.0,1.0,0.0,0.0
guy T25,0.0,1.0,0.0,0.0
guy T26,0.32,0.68,0.0,0.5106
guy T27,0.0,0.859,0.141,-0.4215
guy T28,0.0,1.0,0.0,0.0
guy T29,0.0,1.0,0.0,0.0
guy T30,0.0,1.0,0.0,0.0
guy T31,0.0,1.0,0.0,0.0
guy T32,0.0,1.0,0.0,0.0
guy T33,0.0,1.0,0.0,0.0
guy T34,0.0,1.0,0.0,0.0
guy T35,0.0,1.0,0.0,0.0
guy T36,0.0,1.0,0.0,0.0
guy T37,0.482,0.518,0.0,0.4199
guy T38,0.099,0.647,0.254,-0.5574
